MARKER	PATH	SIZE_B	DATE	DECISION	REASON
MEMA_ATTACHMENT_PROFILE_MARKER.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_ATTACHMENT_PROFILE_MARKER.yaml	841	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_ATTACHMENT_PROFILE_MARKER.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_original.yaml/MEMA_ATTACHMENT_PROFILE_MARKER.yaml	841	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_ATTACHMENT_PROFILE_MARKER.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/MEMA_meta/MEMA_ATTACHMENT_PROFILE_MARKER.yaml	841	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_ATTACHMENT_PROFILE_MARKER.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Marker_LeanDeep3.5/MEMA_ATTACHMENT_PROFILE_MARKER.yaml	841	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_ATTACHMENT_PROFILE_MARKER.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/MEMA_meta/MEMA_ATTACHMENT_PROFILE_MARKER.yaml	841	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_AVOIDANCE_PATTERN_ESCALATION 2.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/MEMA_AVOIDANCE_PATTERN_ESCALATION 2.yaml	1293	2025-11-22	KEEP_UNIQUE	only instance
MEMA_AVOIDANCE_PATTERN_ESCALATION.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_AVOIDANCE_PATTERN_ESCALATION.yaml	1293	2025-11-22	KEEP_BEST	best of 13 copies
MEMA_AVOIDANCE_PATTERN_ESCALATION.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/MEMA_AVOIDANCE_PATTERN_ESCALATION.yaml	1293	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_AVOIDANCE_PATTERN_ESCALATION.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Marker_LeanDeep3.5/MEMA_AVOIDANCE_PATTERN_ESCALATION.yaml	1293	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_AVOIDANCE_PATTERN_ESCALATION.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_canonical (2).json/Markers_canonical.json/MEMA_AVOIDANCE_PATTERN_ESCALATION.yaml	1293	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_AVOIDANCE_PATTERN_ESCALATION.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_canonical (3).json/Markers_canonical.json/MEMA_AVOIDANCE_PATTERN_ESCALATION.yaml	1293	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_AVOIDANCE_PATTERN_ESCALATION.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_AVOIDANCE_PATTERN_ESCALATION.yaml	1293	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_AVOIDANCE_PATTERN_ESCALATION.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_original.yaml/MEMA_AVOIDANCE_PATTERN_ESCALATION.yaml	1293	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_AVOIDANCE_PATTERN_ESCALATION.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/MEMA_meta/MEMA_AVOIDANCE_PATTERN_ESCALATION.yaml	1293	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_AVOIDANCE_PATTERN_ESCALATION.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Marker_LeanDeep3.5/MEMA_AVOIDANCE_PATTERN_ESCALATION.yaml	1293	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_AVOIDANCE_PATTERN_ESCALATION.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/MEMA_meta/MEMA_AVOIDANCE_PATTERN_ESCALATION.yaml	1293	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_AVOIDANCE_PATTERN_ESCALATION.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/MEMA_AVOIDANCE_PATTERN_ESCALATION.yaml	1293	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_AVOIDANCE_PATTERN_ESCALATION.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/MEMA_AVOIDANCE_PATTERN_ESCALATION Kopie.yaml	1293	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_AVOIDANCE_PATTERN_ESCALATION.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/MEMA_AVOIDANCE_PATTERN_ESCALATION.yaml	1293	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_BOUNDARY_SETTING.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_BOUNDARY_SETTING.yaml	4908	2025-11-22	KEEP_BEST	best of 11 copies
MEMA_BOUNDARY_SETTING.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/MEMA_BOUNDARY_SETTING.yaml	877	2025-11-22	DISCARD_SMALLER	only 18% of best (4908B)
MEMA_BOUNDARY_SETTING.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Marker_LeanDeep3.5/MEMA_BOUNDARY_SETTING.yaml	877	2025-11-22	DISCARD_SMALLER	only 18% of best (4908B)
MEMA_BOUNDARY_SETTING.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_canonical (2).json/Markers_canonical.json/MEMA_BOUNDARY_SETTING.yaml	877	2025-11-22	DISCARD_SMALLER	only 18% of best (4908B)
MEMA_BOUNDARY_SETTING.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_canonical (3).json/Markers_canonical.json/MEMA_BOUNDARY_SETTING.yaml	877	2025-11-22	DISCARD_SMALLER	only 18% of best (4908B)
MEMA_BOUNDARY_SETTING.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_BOUNDARY_SETTING.yaml	877	2025-11-22	DISCARD_SMALLER	only 18% of best (4908B)
MEMA_BOUNDARY_SETTING.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_original.yaml/MEMA_BOUNDARY_SETTING.yaml	877	2025-11-22	DISCARD_SMALLER	only 18% of best (4908B)
MEMA_BOUNDARY_SETTING.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/MEMA_meta/MEMA_BOUNDARY_SETTING.yaml	877	2025-11-22	DISCARD_SMALLER	only 18% of best (4908B)
MEMA_BOUNDARY_SETTING.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Marker_LeanDeep3.5/MEMA_BOUNDARY_SETTING.yaml	877	2025-11-22	DISCARD_SMALLER	only 18% of best (4908B)
MEMA_BOUNDARY_SETTING.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/MEMA_meta/MEMA_BOUNDARY_SETTING.yaml	877	2025-11-22	DISCARD_SMALLER	only 18% of best (4908B)
MEMA_BOUNDARY_SETTING.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/LD3.4_ARCHE/MEMA_meta/MEMA_BOUNDARY_SETTING.yaml	877	2025-11-22	DISCARD_SMALLER	only 18% of best (4908B)
MEMA_CODE_VIOLATION_SIGNATURE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_CODE_VIOLATION_SIGNATURE.yaml	743	2025-11-22	KEEP_BEST	best of 10 copies
MEMA_CODE_VIOLATION_SIGNATURE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/MEMA_CODE_VIOLATION_SIGNATURE.yaml	743	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_CODE_VIOLATION_SIGNATURE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Marker_LeanDeep3.5/MEMA_CODE_VIOLATION_SIGNATURE.yaml	743	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_CODE_VIOLATION_SIGNATURE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_canonical (2).json/Markers_canonical.json/MEMA_CODE_VIOLATION_SIGNATURE.yaml	743	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_CODE_VIOLATION_SIGNATURE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_canonical (3).json/Markers_canonical.json/MEMA_CODE_VIOLATION_SIGNATURE.yaml	743	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_CODE_VIOLATION_SIGNATURE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_CODE_VIOLATION_SIGNATURE.yaml	743	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_CODE_VIOLATION_SIGNATURE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_original.yaml/MEMA_CODE_VIOLATION_SIGNATURE.yaml	743	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_CODE_VIOLATION_SIGNATURE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/MEMA_meta/MEMA_CODE_VIOLATION_SIGNATURE.yaml	743	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_CODE_VIOLATION_SIGNATURE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Marker_LeanDeep3.5/MEMA_CODE_VIOLATION_SIGNATURE.yaml	743	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_CODE_VIOLATION_SIGNATURE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/MEMA_meta/MEMA_CODE_VIOLATION_SIGNATURE.yaml	743	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_COEXISTENCE_PROTOCOL.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_COEXISTENCE_PROTOCOL.yaml	1803	2025-11-22	KEEP_BEST	best of 8 copies
MEMA_COEXISTENCE_PROTOCOL.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/MEMA_COEXISTENCE_PROTOCOL.yaml	1803	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_COEXISTENCE_PROTOCOL.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Marker_LeanDeep3.5/MEMA_COEXISTENCE_PROTOCOL.yaml	1803	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_COEXISTENCE_PROTOCOL.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_canonical (2).json/Markers_canonical.json/MEMA_COEXISTENCE_PROTOCOL.yaml	1803	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_COEXISTENCE_PROTOCOL.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_canonical (3).json/Markers_canonical.json/MEMA_COEXISTENCE_PROTOCOL.yaml	1803	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_COEXISTENCE_PROTOCOL.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_COEXISTENCE_PROTOCOL.yaml	1803	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_COEXISTENCE_PROTOCOL.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_original.yaml/MEMA_COEXISTENCE_PROTOCOL.yaml	1803	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_COEXISTENCE_PROTOCOL.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Marker_LeanDeep3.5/MEMA_COEXISTENCE_PROTOCOL.yaml	1803	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_COMMITMENT_RESOLUTION_PATTERN.yaml	LD3.4_ALL_Marker_5.1/ALL_Marker_5.1/MEMA_meta/MEMA_COMMITMENT_RESOLUTION_PATTERN.yaml	944	2025-11-22	KEEP_UNIQUE	only instance
MEMA_COMMUNICATION_BREAKDOWN_CASCADE 2.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/MEMA_COMMUNICATION_BREAKDOWN_CASCADE 2.yaml	1337	2025-11-22	KEEP_UNIQUE	only instance
MEMA_COMMUNICATION_BREAKDOWN_CASCADE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_COMMUNICATION_BREAKDOWN_CASCADE.yaml	1337	2025-11-22	KEEP_BEST	best of 13 copies
MEMA_COMMUNICATION_BREAKDOWN_CASCADE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/MEMA_COMMUNICATION_BREAKDOWN_CASCADE.yaml	1337	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_COMMUNICATION_BREAKDOWN_CASCADE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Marker_LeanDeep3.5/MEMA_COMMUNICATION_BREAKDOWN_CASCADE.yaml	1337	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_COMMUNICATION_BREAKDOWN_CASCADE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_canonical (2).json/Markers_canonical.json/MEMA_COMMUNICATION_BREAKDOWN_CASCADE.yaml	1337	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_COMMUNICATION_BREAKDOWN_CASCADE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_canonical (3).json/Markers_canonical.json/MEMA_COMMUNICATION_BREAKDOWN_CASCADE.yaml	1337	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_COMMUNICATION_BREAKDOWN_CASCADE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_COMMUNICATION_BREAKDOWN_CASCADE.yaml	1337	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_COMMUNICATION_BREAKDOWN_CASCADE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_original.yaml/MEMA_COMMUNICATION_BREAKDOWN_CASCADE.yaml	1337	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_COMMUNICATION_BREAKDOWN_CASCADE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/MEMA_meta/MEMA_COMMUNICATION_BREAKDOWN_CASCADE.yaml	1337	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_COMMUNICATION_BREAKDOWN_CASCADE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Marker_LeanDeep3.5/MEMA_COMMUNICATION_BREAKDOWN_CASCADE.yaml	1337	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_COMMUNICATION_BREAKDOWN_CASCADE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/MEMA_meta/MEMA_COMMUNICATION_BREAKDOWN_CASCADE.yaml	1337	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_COMMUNICATION_BREAKDOWN_CASCADE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/Marker_5.0/MEMA_COMMUNICATION_BREAKDOWN_CASCADE.yaml	1337	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_COMMUNICATION_BREAKDOWN_CASCADE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/MEMA_COMMUNICATION_BREAKDOWN_CASCADE Kopie.yaml	1337	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_COMMUNICATION_BREAKDOWN_CASCADE.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_5.1_19.09.BACKUP/MEMA_COMMUNICATION_BREAKDOWN_CASCADE.yaml	1337	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_CONFLICT_RESOLUTION_PATTERN.yaml	LD3.4_ALL_Marker_5.1/ALL_Marker_5.1/MEMA_meta/MEMA_CONFLICT_RESOLUTION_PATTERN.yaml	810	2025-11-22	KEEP_UNIQUE	only instance
MEMA_CONTROLLER.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Marker_LeanDeep3.5/MEMA_CONTROLLER.yaml	988	2025-11-22	KEEP_BEST	best of 2 copies
MEMA_CONTROLLER.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Marker_LeanDeep3.5/MEMA_CONTROLLER.yaml	988	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_CO_EVOLUTION_SPIRAL.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_CO_EVOLUTION_SPIRAL.yaml	920	2025-11-22	KEEP_BEST	best of 11 copies
MEMA_CO_EVOLUTION_SPIRAL.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/MEMA_CO_EVOLUTION_SPIRAL.yaml	920	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_CO_EVOLUTION_SPIRAL.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Marker_LeanDeep3.5/MEMA_CO_EVOLUTION_SPIRAL.yaml	920	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_CO_EVOLUTION_SPIRAL.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_canonical (2).json/Markers_canonical.json/MEMA_CO_EVOLUTION_SPIRAL.yaml	920	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_CO_EVOLUTION_SPIRAL.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_canonical (3).json/Markers_canonical.json/MEMA_CO_EVOLUTION_SPIRAL.yaml	920	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_CO_EVOLUTION_SPIRAL.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_CO_EVOLUTION_SPIRAL.yaml	920	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_CO_EVOLUTION_SPIRAL.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Markers_original.yaml/MEMA_CO_EVOLUTION_SPIRAL.yaml	920	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_CO_EVOLUTION_SPIRAL.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/MEMA_meta/MEMA_CO_EVOLUTION_SPIRAL.yaml	920	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_CO_EVOLUTION_SPIRAL.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Marker_LeanDeep3.5/MEMA_CO_EVOLUTION_SPIRAL.yaml	920	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_CO_EVOLUTION_SPIRAL.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/MEMA_meta/MEMA_CO_EVOLUTION_SPIRAL.yaml	920	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_CO_EVOLUTION_SPIRAL.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/LD3.4.1_DRIFT/MEMA_CO_EVOLUTION_SPIRAL.yaml	0	2025-11-22	DISCARD_SMALLER	only 0% of best (920B)
MEMA_DEFENSE_TREND_TEXT.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_canonical.json/MEMA_DEFENSE_TREND_TEXT.yaml	1382	2025-11-22	KEEP_BEST	best of 11 copies
MEMA_DEFENSE_TREND_TEXT.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3.5_SSoTh/Markers_original.yaml/MEMA_DEFENSE_TREND_TEXT.yaml	1382	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
MEMA_DEFENSE_TREND_TEXT.yaml	MAIN_LeanDeep3.5_ALL_Marker_6.0/MARKER_COLLECTION_LD3.5 Kopie/Marker_LD3 (2).5_SSoTh/Marker_LD3.5_SSoTh/Marker_LeanDeep3.5/MEMA_DEFENSE_TREND_TEXT.yaml	1382	2025-11-22	DISCARD_IDENTICAL	same size as best (diff 0B)
